travel_date,month,month_name,year,origin,destination,airline,booking_window,seasonal_mult,base_price,final_price
2023-05-22,5,May,2023,Chicago (ORD),Osaka (KIX),United Airlines,155,1.4,1165,1733.51
2023-05-14,5,May,2023,Seattle (SEA),Osaka (KIX),ANA,45,1.4,894,1322.61
2023-05-18,5,May,2023,New York (JFK),Osaka (KIX),Japan Airlines,100,1.4,1376,1609.39
2024-07-15,7,July,2024,Chicago (ORD),Osaka (KIX),Japan Airlines,55,0.92,1318,1092.12
2023-09-29,9,September,2023,Los Angeles (LAX),Tokyo (NRT),Japan Airlines,148,1.05,870,875.68
2024-06-15,6,June,2024,Chicago (ORD),Osaka (KIX),Delta Airlines,135,0.88,1224,1031.04
2023-12-24,12,December,2023,Seattle (SEA),Osaka (KIX),Delta Airlines,60,1.0,918,864.45
2024-01-01,1,January,2024,San Francisco (SFO),Osaka (KIX),American Airlines,54,0.82,835,757.42
2024-02-08,2,February,2024,Los Angeles (LAX),Osaka (KIX),American Airlines,22,0.85,788,654.45
2023-10-12,10,October,2023,New York (JFK),Tokyo (NRT),Japan Airlines,84,1.3,1294,1604.9
2024-08-09,8,August,2024,Los Angeles (LAX),Tokyo (HND),Japan Airlines,153,0.95,811,706.17
2023-03-10,3,March,2023,San Francisco (SFO),Tokyo (NRT),Delta Airlines,95,1.45,859,1080.27
2023-04-06,4,April,2023,Los Angeles (LAX),Tokyo (NRT),American Airlines,12,1.55,759,1136.34
2023-06-21,6,June,2023,Los Angeles (LAX),Osaka (KIX),American Airlines,157,0.88,788,690.9
2023-04-05,4,April,2023,San Francisco (SFO),Osaka (KIX),Japan Airlines,84,1.55,941,1342.56
2024-10-31,10,October,2024,Los Angeles (LAX),Tokyo (HND),United Airlines,137,1.3,735,945.93
2023-07-21,7,July,2023,Los Angeles (LAX),Tokyo (NRT),American Airlines,8,0.92,759,703.26
2023-03-26,3,March,2023,Seattle (SEA),Tokyo (HND),Delta Airlines,60,1.45,847,1382.47
2024-09-15,9,September,2024,Seattle (SEA),Tokyo (HND),Japan Airlines,36,1.05,871,1022.86
2024-10-10,10,October,2024,Los Angeles (LAX),Tokyo (HND),Japan Airlines,45,1.3,811,1021.09
2023-06-11,6,June,2023,Los Angeles (LAX),Tokyo (NRT),ANA,37,0.88,795,690.4
2024-11-07,11,November,2024,Chicago (ORD),Tokyo (HND),Delta Airlines,42,1.25,1106,1426.89
2024-11-20,11,November,2024,New York (JFK),Tokyo (NRT),American Airlines,29,1.25,1165,1611.39
2024-02-17,2,February,2024,New York (JFK),Tokyo (NRT),Delta Airlines,33,0.85,1200,1173.22
2023-05-04,5,May,2023,Los Angeles (LAX),Tokyo (NRT),Japan Airlines,165,1.4,870,1179.36
2023-12-18,12,December,2023,New York (JFK),Tokyo (HND),ANA,176,1.0,1200,1156.66
2023-07-22,7,July,2023,Seattle (SEA),Tokyo (HND),ANA,166,0.92,824,696.05
2024-08-08,8,August,2024,Los Angeles (LAX),Tokyo (NRT),United Airlines,56,0.95,735,645.02
2023-08-02,8,August,2023,Chicago (ORD),Tokyo (HND),United Airlines,144,0.95,1082,978.87
2024-04-11,4,April,2024,New York (JFK),Osaka (KIX),ANA,173,1.55,1318,1961.3
2023-06-03,6,June,2023,San Francisco (SFO),Osaka (KIX),Japan Airlines,79,0.88,941,885.12
2023-10-19,10,October,2023,Los Angeles (LAX),Tokyo (NRT),Japan Airlines,12,1.3,870,1199.07
2024-10-02,10,October,2024,Seattle (SEA),Osaka (KIX),Delta Airlines,141,1.3,918,1169.63
2024-08-13,8,August,2024,Los Angeles (LAX),Tokyo (HND),Japan Airlines,177,0.95,811,666.25
2024-09-02,9,September,2024,San Francisco (SFO),Tokyo (NRT),ANA,80,1.05,824,909.79
2024-08-28,8,August,2024,Chicago (ORD),Tokyo (NRT),Japan Airlines,56,0.95,1235,1189.37
2023-03-09,3,March,2023,San Francisco (SFO),Tokyo (HND),Delta Airlines,174,1.45,835,1113.69
2024-09-02,9,September,2024,New York (JFK),Tokyo (NRT),American Airlines,95,1.05,1165,1023.19
2024-05-23,5,May,2024,Los Angeles (LAX),Osaka (KIX),American Airlines,11,1.4,788,1325.27
2023-05-02,5,May,2023,New York (JFK),Tokyo (NRT),Delta Airlines,43,1.4,1200,1758.6
2024-01-03,1,January,2024,San Francisco (SFO),Tokyo (NRT),Delta Airlines,147,0.82,859,701.09
2024-02-01,2,February,2024,San Francisco (SFO),Osaka (KIX),United Airlines,85,0.85,812,679.47
2023-09-23,9,September,2023,Los Angeles (LAX),Tokyo (NRT),Japan Airlines,26,1.05,870,1143.09
2024-05-08,5,May,2024,Los Angeles (LAX),Tokyo (NRT),ANA,20,1.4,795,1160.34
2024-09-20,9,September,2024,Chicago (ORD),Tokyo (NRT),United Airlines,48,1.05,1082,1081.67
2024-05-21,5,May,2024,Chicago (ORD),Tokyo (NRT),American Airlines,78,1.4,1106,1423.36
2024-09-26,9,September,2024,New York (JFK),Tokyo (NRT),American Airlines,22,1.05,1165,1367.91
2024-03-17,3,March,2024,Chicago (ORD),Osaka (KIX),Japan Airlines,116,1.45,1318,1784.44
2023-08-22,8,August,2023,Seattle (SEA),Tokyo (NRT),Delta Airlines,40,0.95,871,818.87
2024-10-27,10,October,2024,Los Angeles (LAX),Tokyo (HND),American Airlines,34,1.3,759,1044.0
2023-06-12,6,June,2023,San Francisco (SFO),Tokyo (HND),United Airlines,168,0.88,765,661.82
2023-02-03,2,February,2023,New York (JFK),Tokyo (NRT),United Airlines,70,0.85,1153,954.89
2024-09-22,9,September,2024,New York (JFK),Tokyo (NRT),Japan Airlines,99,1.05,1294,1404.5
2024-10-17,10,October,2024,Chicago (ORD),Tokyo (HND),American Airlines,122,1.3,1082,1326.87
2024-09-29,9,September,2024,San Francisco (SFO),Tokyo (HND),United Airlines,23,1.05,765,888.69
2024-11-24,11,November,2024,San Francisco (SFO),Tokyo (HND),American Airlines,96,1.25,765,898.14
2023-06-26,6,June,2023,San Francisco (SFO),Tokyo (HND),Delta Airlines,70,0.88,835,767.85
2023-05-21,5,May,2023,San Francisco (SFO),Tokyo (HND),Japan Airlines,71,1.4,847,1163.6
2023-04-24,4,April,2023,Chicago (ORD),Tokyo (HND),Japan Airlines,18,1.55,1188,2045.14
2024-06-10,6,June,2024,Seattle (SEA),Tokyo (NRT),Japan Airlines,38,0.88,918,881.38
2024-02-27,2,February,2024,New York (JFK),Tokyo (NRT),Japan Airlines,148,0.85,1294,1068.47
2024-02-13,2,February,2024,Los Angeles (LAX),Tokyo (NRT),Delta Airlines,77,0.85,838,688.93
2024-03-09,3,March,2024,New York (JFK),Tokyo (HND),ANA,139,1.45,1200,1640.99
2024-06-13,6,June,2024,New York (JFK),Osaka (KIX),Japan Airlines,31,0.88,1376,1419.45
2023-06-01,6,June,2023,San Francisco (SFO),Tokyo (HND),Japan Airlines,158,0.88,847,702.94
2023-12-17,12,December,2023,New York (JFK),Osaka (KIX),Japan Airlines,22,1.0,1376,1590.86
2024-06-04,6,June,2024,Chicago (ORD),Tokyo (NRT),ANA,17,0.88,1153,1085.95
2023-09-10,9,September,2023,Chicago (ORD),Tokyo (HND),Japan Airlines,20,1.05,1188,1429.89
2023-12-07,12,December,2023,Chicago (ORD),Osaka (KIX),ANA,27,1.0,1235,1135.93
2024-06-27,6,June,2024,New York (JFK),Tokyo (HND),United Airlines,77,0.88,1153,1092.96
2024-02-15,2,February,2024,Chicago (ORD),Tokyo (HND),ANA,51,0.85,1118,959.81
2023-01-26,1,January,2023,New York (JFK),Osaka (KIX),ANA,11,0.82,1318,1050.64
2023-12-24,12,December,2023,Seattle (SEA),Tokyo (HND),ANA,143,1.0,824,746.84
2024-04-02,4,April,2024,Seattle (SEA),Osaka (KIX),United Airlines,116,1.55,847,1172.19
2024-05-23,5,May,2024,Chicago (ORD),Osaka (KIX),United Airlines,14,1.4,1165,1782.11
2023-01-06,1,January,2023,Los Angeles (LAX),Tokyo (NRT),American Airlines,92,0.82,759,506.91
2024-09-13,9,September,2024,Los Angeles (LAX),Osaka (KIX),ANA,110,1.05,808,767.47
2024-03-23,3,March,2024,Los Angeles (LAX),Tokyo (HND),United Airlines,107,1.45,735,1052.47
2023-12-28,12,December,2023,Chicago (ORD),Tokyo (NRT),Japan Airlines,156,1.0,1235,1183.46
2023-05-22,5,May,2023,New York (JFK),Osaka (KIX),ANA,128,1.4,1318,1827.39
2023-09-30,9,September,2023,New York (JFK),Tokyo (NRT),Japan Airlines,110,1.05,1294,1161.89
2023-11-15,11,November,2023,Chicago (ORD),Tokyo (HND),Japan Airlines,91,1.25,1188,1378.7
2023-04-30,4,April,2023,Seattle (SEA),Tokyo (NRT),Japan Airlines,19,1.55,918,1447.12
2024-11-13,11,November,2024,Chicago (ORD),Osaka (KIX),Delta Airlines,126,1.25,1224,1448.01
2023-01-21,1,January,2023,New York (JFK),Tokyo (HND),Japan Airlines,174,0.82,1247,869.61
2024-07-10,7,July,2024,San Francisco (SFO),Osaka (KIX),ANA,148,0.92,871,698.45
2024-12-17,12,December,2024,New York (JFK),Osaka (KIX),American Airlines,168,1.0,1247,1112.33
2023-11-19,11,November,2023,San Francisco (SFO),Osaka (KIX),Japan Airlines,70,1.25,941,1144.31
2023-02-13,2,February,2023,New York (JFK),Tokyo (HND),ANA,72,0.85,1200,946.61
2023-02-08,2,February,2023,Seattle (SEA),Osaka (KIX),American Airlines,157,0.85,871,668.16
2024-05-23,5,May,2024,San Francisco (SFO),Osaka (KIX),American Airlines,108,1.4,835,960.62
2024-10-16,10,October,2024,Seattle (SEA),Osaka (KIX),Delta Airlines,64,1.3,918,1195.77
2024-08-27,8,August,2024,New York (JFK),Tokyo (NRT),Delta Airlines,119,0.95,1200,1072.16
2024-09-09,9,September,2024,New York (JFK),Tokyo (HND),Delta Airlines,149,1.05,1176,1106.75
2024-01-27,1,January,2024,San Francisco (SFO),Tokyo (NRT),Delta Airlines,32,0.82,859,809.35
2023-10-21,10,October,2023,Los Angeles (LAX),Tokyo (NRT),Delta Airlines,19,1.3,838,1140.88
2023-09-30,9,September,2023,Chicago (ORD),Tokyo (HND),American Airlines,70,1.05,1082,988.5
2024-03-23,3,March,2024,Los Angeles (LAX),Tokyo (NRT),United Airlines,53,1.45,735,974.31
2024-11-16,11,November,2024,Los Angeles (LAX),Osaka (KIX),American Airlines,158,1.25,788,886.67
2024-08-05,8,August,2024,Seattle (SEA),Tokyo (HND),American Airlines,36,0.95,800,754.34
2023-03-10,3,March,2023,Seattle (SEA),Tokyo (HND),Japan Airlines,74,1.45,871,1155.99
2023-01-27,1,January,2023,Los Angeles (LAX),Tokyo (HND),ANA,61,0.82,779,608.25
2024-04-16,4,April,2024,Chicago (ORD),Tokyo (NRT),American Airlines,145,1.55,1106,1454.66
2024-02-25,2,February,2024,Los Angeles (LAX),Tokyo (NRT),Japan Airlines,21,0.85,870,721.01
2024-10-07,10,October,2024,Los Angeles (LAX),Osaka (KIX),Japan Airlines,176,1.3,874,1048.73
2023-03-27,3,March,2023,San Francisco (SFO),Tokyo (NRT),American Airlines,67,1.45,788,1024.85
2024-08-08,8,August,2024,San Francisco (SFO),Osaka (KIX),American Airlines,138,0.95,835,744.68
2024-04-04,4,April,2024,Seattle (SEA),Osaka (KIX),American Airlines,44,1.55,871,1644.98
2023-01-23,1,January,2023,New York (JFK),Tokyo (NRT),Delta Airlines,144,0.82,1200,910.36
2023-10-24,10,October,2023,Seattle (SEA),Osaka (KIX),American Airlines,176,1.3,871,1191.84
2024-07-13,7,July,2024,Seattle (SEA),Tokyo (NRT),Japan Airlines,109,0.92,918,728.91
2023-05-22,5,May,2023,San Francisco (SFO),Tokyo (HND),American Airlines,48,1.4,765,995.15
2024-06-18,6,June,2024,New York (JFK),Tokyo (HND),United Airlines,138,0.88,1153,993.83
2024-06-03,6,June,2024,Los Angeles (LAX),Osaka (KIX),Delta Airlines,102,0.88,847,631.38
2023-06-26,6,June,2023,Chicago (ORD),Tokyo (NRT),American Airlines,22,0.88,1106,1104.96
2023-02-17,2,February,2023,New York (JFK),Tokyo (HND),American Airlines,114,0.85,1141,925.79
2024-11-13,11,November,2024,Chicago (ORD),Tokyo (HND),Delta Airlines,30,1.25,1106,1707.94
2024-07-30,7,July,2024,Los Angeles (LAX),Tokyo (NRT),Delta Airlines,28,0.92,838,860.91
2023-04-04,4,April,2023,San Francisco (SFO),Osaka (KIX),Delta Airlines,172,1.55,906,1417.9
2024-05-26,5,May,2024,New York (JFK),Tokyo (NRT),American Airlines,179,1.4,1165,1476.62
2024-09-06,9,September,2024,Seattle (SEA),Tokyo (HND),ANA,178,1.05,824,738.44
2023-06-04,6,June,2023,Chicago (ORD),Osaka (KIX),American Airlines,125,0.88,1188,1074.88
2024-11-11,11,November,2024,Chicago (ORD),Osaka (KIX),Delta Airlines,169,1.25,1224,1344.21
2024-08-25,8,August,2024,New York (JFK),Tokyo (HND),Japan Airlines,97,0.95,1247,1035.7
2023-09-22,9,September,2023,Los Angeles (LAX),Osaka (KIX),Japan Airlines,29,1.05,874,945.07
2023-12-30,12,December,2023,Seattle (SEA),Tokyo (HND),Japan Airlines,116,1.0,871,754.35
2024-10-19,10,October,2024,New York (JFK),Tokyo (HND),American Airlines,70,1.3,1141,1469.71
2024-11-21,11,November,2024,Los Angeles (LAX),Tokyo (HND),United Airlines,148,1.25,735,793.81
2024-01-22,1,January,2024,Seattle (SEA),Tokyo (NRT),United Airlines,97,0.82,800,551.89
2024-11-05,11,November,2024,New York (JFK),Tokyo (HND),American Airlines,178,1.25,1141,1340.06
2024-10-17,10,October,2024,Chicago (ORD),Tokyo (NRT),United Airlines,18,1.3,1082,1420.96
2024-09-16,9,September,2024,Seattle (SEA),Tokyo (HND),United Airlines,103,1.05,800,780.45
2023-09-29,9,September,2023,Chicago (ORD),Osaka (KIX),ANA,163,1.05,1235,1056.26
2024-04-08,4,April,2024,Chicago (ORD),Tokyo (NRT),United Airlines,137,1.55,1082,1356.39
2024-03-30,3,March,2024,San Francisco (SFO),Tokyo (NRT),Japan Airlines,9,1.45,894,1391.02
2023-04-15,4,April,2023,Los Angeles (LAX),Osaka (KIX),United Airlines,105,1.55,765,998.63
2024-08-16,8,August,2024,Los Angeles (LAX),Tokyo (NRT),United Airlines,69,0.95,735,782.58
2024-07-13,7,July,2024,Chicago (ORD),Tokyo (HND),American Airlines,39,0.92,1082,989.32
2023-08-16,8,August,2023,New York (JFK),Osaka (KIX),American Airlines,75,0.95,1247,1085.01
2024-12-14,12,December,2024,Seattle (SEA),Tokyo (HND),American Airlines,135,1.0,800,665.6
2024-03-22,3,March,2024,Los Angeles (LAX),Osaka (KIX),Japan Airlines,42,1.45,874,1448.7
2023-06-04,6,June,2023,San Francisco (SFO),Tokyo (HND),Delta Airlines,141,0.88,835,643.43
2023-03-11,3,March,2023,Chicago (ORD),Osaka (KIX),American Airlines,115,1.45,1188,1643.2
2023-04-02,4,April,2023,New York (JFK),Osaka (KIX),Japan Airlines,83,1.55,1376,2001.62
2024-08-23,8,August,2024,New York (JFK),Tokyo (NRT),Japan Airlines,70,0.95,1294,1120.4
2024-10-17,10,October,2024,San Francisco (SFO),Osaka (KIX),American Airlines,48,1.3,835,1076.83
2023-04-21,4,April,2023,Los Angeles (LAX),Osaka (KIX),Delta Airlines,66,1.55,847,1394.09
2023-01-01,1,January,2023,Los Angeles (LAX),Tokyo (HND),Delta Airlines,94,0.82,882,725.52
2023-09-18,9,September,2023,Los Angeles (LAX),Tokyo (NRT),Japan Airlines,89,1.05,870,947.75
2024-02-15,2,February,2024,Seattle (SEA),Osaka (KIX),Japan Airlines,92,0.85,965,717.9
2023-10-13,10,October,2023,New York (JFK),Tokyo (NRT),United Airlines,84,1.3,1153,1424.59
2023-05-08,5,May,2023,Chicago (ORD),Tokyo (NRT),United Airlines,164,1.4,1082,1419.63
2024-10-27,10,October,2024,New York (JFK),Tokyo (HND),United Airlines,15,1.3,1153,1669.89
2023-10-08,10,October,2023,Los Angeles (LAX),Osaka (KIX),United Airlines,14,1.3,765,991.87
2023-03-06,3,March,2023,Seattle (SEA),Tokyo (HND),Delta Airlines,127,1.45,847,1190.44
2024-06-12,6,June,2024,Chicago (ORD),Osaka (KIX),Japan Airlines,39,0.88,1318,1179.74
2024-08-09,8,August,2024,San Francisco (SFO),Osaka (KIX),American Airlines,146,0.95,835,715.93
2023-01-03,1,January,2023,New York (JFK),Osaka (KIX),American Airlines,109,0.82,1247,864.01
2023-04-10,4,April,2023,Chicago (ORD),Osaka (KIX),ANA,76,1.55,1235,1713.69
2024-02-28,2,February,2024,New York (JFK),Tokyo (HND),United Airlines,139,0.85,1153,941.23
2024-09-29,9,September,2024,New York (JFK),Tokyo (NRT),United Airlines,54,1.05,1153,1228.5
2023-09-29,9,September,2023,Chicago (ORD),Osaka (KIX),Delta Airlines,146,1.05,1224,1283.31
2024-09-24,9,September,2024,Chicago (ORD),Osaka (KIX),American Airlines,70,1.05,1188,1226.49
2024-07-16,7,July,2024,Seattle (SEA),Tokyo (HND),American Airlines,119,0.92,800,583.5
2024-08-03,8,August,2024,San Francisco (SFO),Osaka (KIX),Delta Airlines,86,0.95,906,781.88
2024-08-25,8,August,2024,New York (JFK),Tokyo (HND),United Airlines,73,0.95,1153,1155.68
2023-04-24,4,April,2023,San Francisco (SFO),Osaka (KIX),Japan Airlines,38,1.55,941,1682.42
2024-11-26,11,November,2024,Seattle (SEA),Tokyo (NRT),American Airlines,53,1.25,824,1025.02
2024-01-05,1,January,2024,New York (JFK),Osaka (KIX),Delta Airlines,70,0.82,1282,1042.8
2023-12-26,12,December,2023,Chicago (ORD),Osaka (KIX),Japan Airlines,36,1.0,1318,1363.22
2024-03-08,3,March,2024,New York (JFK),Tokyo (HND),Japan Airlines,22,1.45,1247,1694.77
2024-07-22,7,July,2024,Los Angeles (LAX),Osaka (KIX),American Airlines,108,0.92,788,717.4
2023-09-12,9,September,2023,Los Angeles (LAX),Tokyo (HND),United Airlines,112,1.05,735,727.32
2024-08-16,8,August,2024,Los Angeles (LAX),Tokyo (NRT),American Airlines,73,0.95,759,680.04
2023-02-27,2,February,2023,San Francisco (SFO),Tokyo (HND),American Airlines,104,0.85,765,573.8
2023-01-26,1,January,2023,Chicago (ORD),Tokyo (NRT),Japan Airlines,159,0.82,1235,987.41
2023-11-02,11,November,2023,Seattle (SEA),Tokyo (HND),ANA,142,1.25,824,1007.19
2023-02-18,2,February,2023,Seattle (SEA),Tokyo (HND),ANA,82,0.85,824,694.54
2024-07-24,7,July,2024,Chicago (ORD),Tokyo (HND),United Airlines,164,0.92,1082,969.18
2024-02-25,2,February,2024,Chicago (ORD),Tokyo (HND),Delta Airlines,19,0.85,1106,1081.98
2023-06-15,6,June,2023,San Francisco (SFO),Tokyo (HND),United Airlines,10,0.88,765,716.07
2024-01-08,1,January,2024,San Francisco (SFO),Tokyo (HND),Delta Airlines,132,0.82,835,572.92
2023-01-30,1,January,2023,Chicago (ORD),Tokyo (HND),American Airlines,153,0.82,1082,919.87
2023-08-15,8,August,2023,Chicago (ORD),Tokyo (HND),United Airlines,56,0.95,1082,965.4
2024-03-11,3,March,2024,Seattle (SEA),Osaka (KIX),Japan Airlines,40,1.45,965,1665.31
2024-02-19,2,February,2024,Los Angeles (LAX),Tokyo (HND),United Airlines,104,0.85,735,522.04
2024-03-04,3,March,2024,Los Angeles (LAX),Osaka (KIX),ANA,93,1.45,808,1039.57
2024-02-11,2,February,2024,San Francisco (SFO),Tokyo (NRT),Japan Airlines,168,0.85,894,626.96
2023-12-22,12,December,2023,San Francisco (SFO),Osaka (KIX),American Airlines,65,1.0,835,844.4
2023-06-14,6,June,2023,New York (JFK),Tokyo (NRT),Delta Airlines,54,0.88,1200,1065.07
2023-10-29,10,October,2023,New York (JFK),Tokyo (NRT),ANA,53,1.3,1235,1732.55
2024-12-11,12,December,2024,Chicago (ORD),Tokyo (HND),Delta Airlines,175,1.0,1106,920.58
2023-05-18,5,May,2023,Chicago (ORD),Tokyo (HND),Delta Airlines,87,1.4,1106,1502.13
2023-01-29,1,January,2023,Seattle (SEA),Tokyo (NRT),Delta Airlines,33,0.82,871,788.25
2024-12-27,12,December,2024,New York (JFK),Tokyo (NRT),United Airlines,32,1.0,1153,1315.88
2023-09-15,9,September,2023,New York (JFK),Tokyo (HND),American Airlines,143,1.05,1141,1098.18
2023-03-03,3,March,2023,Seattle (SEA),Osaka (KIX),Delta Airlines,8,1.45,918,1517.55
2024-04-30,4,April,2024,Seattle (SEA),Tokyo (NRT),Japan Airlines,157,1.55,918,1168.9
2024-12-29,12,December,2024,Seattle (SEA),Tokyo (HND),Delta Airlines,133,1.0,847,738.58
2023-03-23,3,March,2023,Seattle (SEA),Tokyo (NRT),ANA,51,1.45,847,1229.43
2024-03-30,3,March,2024,Seattle (SEA),Osaka (KIX),United Airlines,10,1.45,847,1158.0
2024-02-23,2,February,2024,San Francisco (SFO),Tokyo (HND),ANA,74,0.85,800,729.4
2023-03-19,3,March,2023,Los Angeles (LAX),Osaka (KIX),Delta Airlines,44,1.45,847,1437.79
2023-07-28,7,July,2023,New York (JFK),Tokyo (NRT),Japan Airlines,142,0.92,1294,1010.29
2023-12-17,12,December,2023,San Francisco (SFO),Tokyo (NRT),Delta Airlines,65,1.0,859,818.77
2024-01-31,1,January,2024,Chicago (ORD),Tokyo (HND),American Airlines,143,0.82,1082,914.79
2023-12-25,12,December,2023,New York (JFK),Tokyo (HND),American Airlines,169,1.0,1141,898.62
2024-06-10,6,June,2024,Los Angeles (LAX),Tokyo (HND),United Airlines,51,0.88,735,613.3
2024-11-18,11,November,2024,San Francisco (SFO),Tokyo (NRT),Japan Airlines,149,1.25,894,968.32
2023-09-17,9,September,2023,Los Angeles (LAX),Osaka (KIX),United Airlines,99,1.05,765,747.81
2024-11-23,11,November,2024,San Francisco (SFO),Tokyo (NRT),Japan Airlines,116,1.25,894,1130.7
2023-10-20,10,October,2023,San Francisco (SFO),Tokyo (HND),United Airlines,173,1.3,765,955.11
2023-07-21,7,July,2023,Chicago (ORD),Tokyo (HND),ANA,26,0.92,1118,1170.74
2023-06-07,6,June,2023,New York (JFK),Tokyo (NRT),ANA,121,0.88,1235,1066.44
2024-05-18,5,May,2024,San Francisco (SFO),Osaka (KIX),American Airlines,165,1.4,835,1172.37
2024-02-12,2,February,2024,New York (JFK),Tokyo (HND),Delta Airlines,59,0.85,1176,1050.95
2024-10-22,10,October,2024,Los Angeles (LAX),Osaka (KIX),United Airlines,171,1.3,765,826.64
2023-02-01,2,February,2023,Los Angeles (LAX),Tokyo (HND),ANA,56,0.85,779,669.73
2024-12-02,12,December,2024,Seattle (SEA),Osaka (KIX),Delta Airlines,50,1.0,918,896.52
2023-01-13,1,January,2023,New York (JFK),Tokyo (HND),United Airlines,174,0.82,1153,840.68
2024-09-13,9,September,2024,Seattle (SEA),Tokyo (NRT),Japan Airlines,106,1.05,918,945.5
2023-12-03,12,December,2023,Los Angeles (LAX),Tokyo (NRT),United Airlines,169,1.0,735,629.71
2024-09-15,9,September,2024,Los Angeles (LAX),Tokyo (NRT),Delta Airlines,65,1.05,838,865.03
2024-05-30,5,May,2024,San Francisco (SFO),Osaka (KIX),American Airlines,44,1.4,835,1220.11
2023-12-05,12,December,2023,San Francisco (SFO),Osaka (KIX),ANA,65,1.0,871,819.85
2024-12-17,12,December,2024,San Francisco (SFO),Tokyo (NRT),Japan Airlines,169,1.0,894,774.14
2024-02-10,2,February,2024,New York (JFK),Osaka (KIX),Japan Airlines,119,0.85,1376,1125.8
2024-06-10,6,June,2024,Chicago (ORD),Osaka (KIX),United Airlines,24,0.88,1165,1049.62
2023-10-13,10,October,2023,Chicago (ORD),Tokyo (HND),ANA,72,1.3,1118,1375.07
2023-09-25,9,September,2023,San Francisco (SFO),Osaka (KIX),United Airlines,74,1.05,812,825.72
2023-08-04,8,August,2023,Chicago (ORD),Tokyo (NRT),American Airlines,143,0.95,1106,1100.84
2024-05-01,5,May,2024,San Francisco (SFO),Osaka (KIX),Japan Airlines,161,1.4,941,1202.23
2024-12-22,12,December,2024,Seattle (SEA),Tokyo (NRT),Delta Airlines,148,1.0,871,896.16
2023-09-04,9,September,2023,New York (JFK),Tokyo (NRT),United Airlines,171,1.05,1153,1059.4
2024-07-03,7,July,2024,Seattle (SEA),Tokyo (NRT),ANA,123,0.92,847,703.3
2024-07-05,7,July,2024,Seattle (SEA),Osaka (KIX),United Airlines,105,0.92,847,639.23
2024-03-11,3,March,2024,Seattle (SEA),Osaka (KIX),American Airlines,157,1.45,871,1103.77
2024-12-08,12,December,2024,Seattle (SEA),Osaka (KIX),ANA,160,1.0,894,884.97
2024-05-07,5,May,2024,New York (JFK),Tokyo (HND),United Airlines,155,1.4,1153,1584.92
2023-10-08,10,October,2023,Los Angeles (LAX),Tokyo (HND),Japan Airlines,122,1.3,811,921.88
2023-08-27,8,August,2023,Los Angeles (LAX),Tokyo (HND),Delta Airlines,16,0.95,882,845.76
2024-07-07,7,July,2024,New York (JFK),Osaka (KIX),American Airlines,104,0.92,1247,1092.57
2023-05-16,5,May,2023,San Francisco (SFO),Tokyo (NRT),United Airlines,59,1.4,765,1096.32
2024-08-29,8,August,2024,Seattle (SEA),Osaka (KIX),ANA,122,0.95,894,765.37
2023-09-01,9,September,2023,Los Angeles (LAX),Osaka (KIX),ANA,152,1.05,808,719.22
2024-10-23,10,October,2024,New York (JFK),Tokyo (NRT),Japan Airlines,175,1.3,1294,1411.79
